Date,Issue number,Weekday,Sequence,Random Sequence
1900-04-27,,Friday,2291,1478
1900-04-28,,Saturday,2292,419
1900-04-30,,Monday,2293,2707
1900-05-01,,Tuesday,2294,2240
1900-05-02,,Wednesday,2295,2658
1900-05-03,,Thursday,2296,1822
1900-05-04,,Friday,2297,764
1900-05-05,,Saturday,2298,1802
1900-05-07,,Monday,2299,3650
1900-05-08,,Tuesday,2300,1197
1900-05-09,,Wednesday,2301,830
1900-05-10,,Thursday,2302,3024
1900-05-11,,Friday,2303,3140
1900-05-12,,Saturday,2304,163
1900-05-14,,Monday,2305,2034
1900-05-15,,Tuesday,2306,1168
1900-05-16,,Wednesday,2307,392
1900-05-17,,Thursday,2308,3023
1900-05-18,,Friday,2309,2368
1900-05-19,,Saturday,2310,3051
1900-05-21,,Monday,2311,1296
1900-05-22,,Tuesday,2312,1767
1900-05-23,,Wednesday,2313,651
1900-05-24,,Thursday,2314,2666
1900-05-25,,Friday,2315,3423
1900-05-26,,Saturday,2316,304
1900-05-28,,Monday,2317,1018
1900-05-29,,Tuesday,2318,2690
1900-05-30,,Wednesday,2319,763
1900-05-31,,Thursday,2320,268
1900-06-01,,Friday,2321,1163
1900-06-02,,Saturday,2322,403
1900-06-04,,Monday,2323,1926
1900-06-05,,Tuesday,2324,1810
1900-06-06,,Wednesday,2325,608
1900-06-07,,Thursday,2326,2341
1900-06-08,,Friday,2327,909
1900-06-09,,Saturday,2328,1988
1900-06-11,,Monday,2329,3752
1900-06-12,,Tuesday,2330,87
1900-06-13,,Wednesday,2331,1167
1900-06-14,,Thursday,2332,2575
1900-06-15,,Friday,2333,750
1900-06-16,,Saturday,2334,3298
1900-06-18,,Monday,2335,2155
1900-06-19,,Tuesday,2336,2207
1900-06-20,,Wednesday,2337,1941
1900-06-21,,Thursday,2338,216
1900-06-22,,Friday,2339,1376
1900-06-23,,Saturday,2340,1686
1900-06-25,,Monday,2341,3348
1900-06-26,,Tuesday,2342,2023
1900-06-27,,Wednesday,2343,2672
1900-06-28,,Thursday,2344,2867
1900-06-29,,Friday,2345,2500
1900-06-30,,Saturday,2346,1837
1900-07-02,,Monday,2347,2904
1900-07-03,,Tuesday,2348,3325
1900-07-04,,Wednesday,2349,2630
1900-07-05,,Thursday,2350,2662
1900-07-06,,Friday,2351,258
1900-07-07,,Saturday,2352,1099
1900-07-09,,Monday,2353,2522
1900-07-10,,Tuesday,2354,1466
1900-07-11,,Wednesday,2355,1046
1900-07-12,,Thursday,2356,460
1900-07-13,,Friday,2357,966
1900-07-14,,Saturday,2358,371
1900-07-16,,Monday,2359,3681
1900-07-17,,Tuesday,2360,2445
1900-07-18,,Wednesday,2361,1073
1900-07-19,,Thursday,2362,2929
1900-07-20,,Friday,2363,948
1900-07-21,,Saturday,2364,2512
1900-07-23,,Monday,2365,1413
1900-07-24,,Tuesday,2366,2008
1900-07-25,,Wednesday,2367,2308
1900-07-26,,Thursday,2368,68
1900-07-27,,Friday,2369,303
1900-07-28,,Saturday,2370,3248
1900-07-30,,Monday,2371,1862
1900-07-31,,Tuesday,2372,326
1900-08-01,,Wednesday,2373,2791
1900-08-02,,Thursday,2374,911
1900-08-03,,Friday,2375,2602
1900-08-04,,Saturday,2376,1305
1900-08-06,,Monday,2377,3535
1900-08-07,,Tuesday,2378,474
1900-08-08,,Wednesday,2379,1567
1900-08-09,,Thursday,2380,1006
1900-08-10,,Friday,2381,3495
1900-08-11,,Saturday,2382,1565
1900-08-13,,Monday,2383,2982
1900-08-14,,Tuesday,2384,2854
1900-08-15,,Wednesday,2385,1037
1900-08-16,,Thursday,2386,1866
1900-08-17,,Friday,2387,103
1900-08-18,,Saturday,2388,1451
1900-08-20,,Monday,2389,824
1900-08-21,,Tuesday,2390,2402
1900-08-22,,Wednesday,2391,447
1900-08-23,,Thursday,2392,1022
1900-08-24,,Friday,2393,1352
1900-08-25,,Saturday,2394,3070
1900-08-27,,Monday,2395,2541
1900-08-28,,Tuesday,2396,150
1900-08-29,,Wednesday,2397,1396
1900-08-30,,Thursday,2398,2933
1900-08-31,,Friday,2399,962
1900-09-01,,Saturday,2400,110
1900-09-03,,Monday,2401,3543
1900-09-04,,Tuesday,2402,152
1900-09-05,,Wednesday,2403,1583
1900-09-06,,Thursday,2404,633
1900-09-07,,Friday,2405,220
1900-09-08,,Saturday,2406,3635
1900-09-10,,Monday,2407,2491
1900-09-11,,Tuesday,2408,799
1900-09-12,,Wednesday,2409,2030
1900-09-13,,Thursday,2410,976
1900-09-14,,Friday,2411,1134
1900-09-15,,Saturday,2412,1187
1900-09-17,,Monday,2413,12
1900-09-18,,Tuesday,2414,2735
1900-09-19,,Wednesday,2415,3410
1900-09-20,,Thursday,2416,2380
1900-09-21,,Friday,2417,1159
1900-09-22,,Saturday,2418,3082
1900-09-24,,Monday,2419,1732
1900-09-25,,Tuesday,2420,3159
1900-09-26,,Wednesday,2421,62
1900-09-27,,Thursday,2422,1557
1900-09-28,,Friday,2423,749
1900-09-29,,Saturday,2424,2458
1900-10-01,,Monday,2425,1596
1900-10-02,,Tuesday,2426,1623
1900-10-03,,Wednesday,2427,1385
1900-10-04,,Thursday,2428,1042
1900-10-05,,Friday,2429,363
1900-10-06,,Saturday,2430,3698
1900-10-08,,Monday,2431,3481
1900-10-09,,Tuesday,2432,1678
1900-10-10,,Wednesday,2433,3494
1900-10-11,,Thursday,2434,15
1900-10-12,,Friday,2435,3209
1900-10-13,,Saturday,2436,359
1900-10-15,,Monday,2437,2311
1900-10-16,,Tuesday,2438,3385
1900-10-17,,Wednesday,2439,3551
1900-10-18,,Thursday,2440,3386
1900-10-19,,Friday,2441,2179
1900-10-20,,Saturday,2442,607
1900-10-22,,Monday,2443,3114
1900-10-23,,Tuesday,2444,2635
1900-10-24,,Wednesday,2445,803
1900-10-25,,Thursday,2446,3066
1900-10-26,,Friday,2447,2367
1900-10-27,,Saturday,2448,886
1900-10-29,,Monday,2449,2621
1900-10-30,,Tuesday,2450,2201
1900-10-31,,Wednesday,2451,3193
1900-11-01,,Thursday,2452,1430
1900-11-02,,Friday,2453,139
1900-11-03,,Saturday,2454,93
1900-11-05,,Monday,2455,880
1900-11-06,,Tuesday,2456,3245
1900-11-07,,Wednesday,2457,3277
1900-11-08,,Thursday,2458,1865
1900-11-09,,Friday,2459,709
1900-11-10,,Saturday,2460,3237
1900-11-12,,Monday,2461,2471
1900-11-13,,Tuesday,2462,2172
1900-11-14,,Wednesday,2463,2772
1900-11-15,,Thursday,2464,2795
1900-11-16,,Friday,2465,2576
1900-11-17,,Saturday,2466,3351
1900-11-19,,Monday,2467,2726
1900-11-20,,Tuesday,2468,1030
1900-11-21,,Wednesday,2469,1410
1900-11-22,,Thursday,2470,1268
1900-11-23,,Friday,2471,266
1900-11-24,,Saturday,2472,792
1900-11-26,,Monday,2473,1829
1900-11-27,,Tuesday,2474,1062
1900-11-28,,Wednesday,2475,2255
1900-11-29,,Thursday,2476,261
1900-11-30,,Friday,2477,666
1900-12-01,,Saturday,2478,1711
1900-12-03,,Monday,2479,2343
1900-12-04,,Tuesday,2480,1723
1900-12-05,,Wednesday,2481,2264
1900-12-06,,Thursday,2482,2233
1900-12-07,,Friday,2483,1559
1900-12-08,,Saturday,2484,2003
1900-12-10,,Monday,2485,3148
1900-12-11,,Tuesday,2486,1213
1900-12-12,,Wednesday,2487,2170
1900-12-13,,Thursday,2488,404
1900-12-14,,Friday,2489,1005
1900-12-15,,Saturday,2490,1970
1900-12-17,,Monday,2491,1858
1900-12-18,,Tuesday,2492,3061
1900-12-19,,Wednesday,2493,616
1900-12-20,,Thursday,2494,2478
1900-12-21,,Friday,2495,3014
1900-12-22,,Saturday,2496,1054
1900-12-24,,Monday,2497,3203
1900-12-25,,Tuesday,2498,3068
1900-12-26,,Wednesday,2499,844
1900-12-27,,Thursday,2500,2550
1900-12-28,,Friday,2501,1741
1900-12-29,,Saturday,2502,2560
1900-12-31,,Monday,2503,1918
1901-01-01,,Tuesday,2504,968
1901-01-02,,Wednesday,2505,2918
1901-01-03,,Thursday,2506,1423
1901-01-04,,Friday,2507,3491
1901-01-05,,Saturday,2508,3265
1901-01-07,,Monday,2509,251
1901-01-08,,Tuesday,2510,2489
1901-01-09,,Wednesday,2511,2853
1901-01-10,,Thursday,2512,380
1901-01-11,,Friday,2513,1491
1901-01-12,,Saturday,2514,2514
1901-01-14,,Monday,2515,1079
1901-01-15,,Tuesday,2516,2352
1901-01-16,,Wednesday,2517,33
1901-01-17,,Thursday,2518,114
1901-01-18,,Friday,2519,3172
1901-01-19,,Saturday,2520,3236
1901-01-21,,Monday,2521,660
1901-01-22,,Tuesday,2522,3575
1901-01-23,,Wednesday,2523,1663
1901-01-24,,Thursday,2524,1579
1901-01-25,,Friday,2525,3464
1901-01-26,,Saturday,2526,697
1901-01-28,,Monday,2527,2161
1901-01-29,,Tuesday,2528,2017
1901-01-30,,Wednesday,2529,3098
1901-01-31,,Thursday,2530,329
1901-02-01,,Friday,2531,3091
1901-02-02,,Saturday,2532,2465
1901-02-04,,Monday,2533,2941
1901-02-05,,Tuesday,2534,1052
1901-02-06,,Wednesday,2535,1339
1901-02-07,,Thursday,2536,2364
1901-02-08,,Friday,2537,1131
1901-02-09,,Saturday,2538,1923
1901-02-11,,Monday,2539,55
1901-02-12,,Tuesday,2540,267
1901-02-13,,Wednesday,2541,2887
1901-02-14,,Thursday,2542,2183
1901-02-15,,Friday,2543,3624
1901-02-16,,Saturday,2544,175
1901-02-18,,Monday,2545,260
1901-02-19,,Tuesday,2546,463
1901-02-20,,Wednesday,2547,2131
1901-02-21,,Thursday,2548,277
1901-02-22,,Friday,2549,2393
1901-02-23,,Saturday,2550,1186
1901-02-25,,Monday,2551,1770
1901-02-26,,Tuesday,2552,3527
1901-02-27,,Wednesday,2553,3106
1901-02-28,,Thursday,2554,3540
1901-03-01,,Friday,2555,2784
1901-03-02,,Saturday,2556,144
1901-03-04,,Monday,2557,1438
1901-03-05,,Tuesday,2558,2725
1901-03-06,,Wednesday,2559,3558
1901-03-07,,Thursday,2560,643
1901-03-08,,Friday,2561,149
1901-03-09,,Saturday,2562,423
1901-03-11,,Monday,2563,63
1901-03-12,,Tuesday,2564,3420
1901-03-13,,Wednesday,2565,537
1901-03-14,,Thursday,2566,147
1901-03-15,,Friday,2567,3632
1901-03-16,,Saturday,2568,2331
1901-03-18,,Monday,2569,1263
1901-03-19,,Tuesday,2570,2192
1901-03-20,,Wednesday,2571,987
1901-03-21,,Thursday,2572,291
1901-03-22,,Friday,2573,295
1901-03-23,,Saturday,2574,3467
1901-03-25,,Monday,2575,319
1901-03-26,,Tuesday,2576,3247
1901-03-27,,Wednesday,2577,2272
1901-03-28,,Thursday,2578,540
1901-03-29,,Friday,2579,2139
1901-03-30,,Saturday,2580,2484
1901-04-01,,Monday,2581,2499
1901-04-02,,Tuesday,2582,2742
1901-04-03,,Wednesday,2583,2488
1901-04-04,,Thursday,2584,542
1901-04-05,,Friday,2585,3396
1901-04-06,,Saturday,2586,3132
1901-04-08,,Monday,2587,3154
1901-04-09,,Tuesday,2588,1334
1901-04-10,,Wednesday,2589,3433
1901-04-11,,Thursday,2590,1108
1901-04-12,,Friday,2591,1178
1901-04-13,,Saturday,2592,504
1901-04-15,,Monday,2593,2651
1901-04-16,,Tuesday,2594,2667
1901-04-17,,Wednesday,2595,3754
1901-04-18,,Thursday,2596,3663
1901-04-19,,Friday,2597,1476
1901-04-20,,Saturday,2598,960
1901-04-22,,Monday,2599,3623
1901-04-23,,Tuesday,2600,2802
1901-04-24,,Wednesday,2601,977
1901-04-25,,Thursday,2602,493
1901-04-26,,Friday,2603,1625
1901-04-27,,Saturday,2604,3416
1901-04-29,,Monday,2605,1704
1901-04-30,,Tuesday,2606,1371
1901-05-01,,Wednesday,2607,2219
1901-05-02,,Thursday,2608,3639
1901-05-03,,Friday,2609,2423
1901-05-04,,Saturday,2610,2595
1901-05-06,,Monday,2611,2430
1901-05-07,,Tuesday,2612,1586
1901-05-08,,Wednesday,2613,3415
1901-05-09,,Thursday,2614,2696
1901-05-10,,Friday,2615,847
1901-05-11,,Saturday,2616,50
1901-05-13,,Monday,2617,1958
1901-05-14,,Tuesday,2618,94
1901-05-15,,Wednesday,2619,414
1901-05-16,,Thursday,2620,1985
1901-05-17,,Friday,2621,1004
1901-05-18,,Saturday,2622,69
1901-05-20,,Monday,2623,637
1901-05-21,,Tuesday,2624,2592
1901-05-22,,Wednesday,2625,2976
1901-05-23,,Thursday,2626,2217
1901-05-24,,Friday,2627,1749
1901-05-25,,Saturday,2628,1386
1901-05-27,,Monday,2629,1441
1901-05-28,,Tuesday,2630,3436
1901-05-29,,Wednesday,2631,1871
1901-05-30,,Thursday,2632,1119
1901-05-31,,Friday,2633,1632
1901-06-01,,Saturday,2634,916
1901-06-03,,Monday,2635,2826
1901-06-04,,Tuesday,2636,2776
1901-06-05,,Wednesday,2637,1773
1901-06-06,,Thursday,2638,202
1901-06-07,,Friday,2639,3697
1901-06-08,,Saturday,2640,2843
1901-06-10,,Monday,2641,296
1901-06-11,,Tuesday,2642,445
1901-06-12,,Wednesday,2643,2965
1901-06-13,,Thursday,2644,3350
1901-06-14,,Friday,2645,2778
1901-06-15,,Saturday,2646,735
1901-06-17,,Monday,2647,3276
1901-06-18,,Tuesday,2648,3050
1901-06-19,,Wednesday,2649,3556
1901-06-20,,Thursday,2650,2779
1901-06-21,,Friday,2651,2884
1901-06-22,,Saturday,2652,2675
1901-06-24,,Monday,2653,1444
1901-06-25,,Tuesday,2654,649
1901-06-26,,Wednesday,2655,2326
1901-06-27,,Thursday,2656,2808
1901-06-28,,Friday,2657,184
1901-06-29,,Saturday,2658,2337
1901-07-01,,Monday,2659,2719
1901-07-02,,Tuesday,2660,3595
1901-07-03,,Wednesday,2661,1487
1901-07-04,,Thursday,2662,1152
1901-07-05,,Friday,2663,961
1901-07-06,,Saturday,2664,2416
1901-07-08,,Monday,2665,2915
1901-07-09,,Tuesday,2666,3160
1901-07-10,,Wednesday,2667,222
1901-07-11,,Thursday,2668,2405
1901-07-12,,Friday,2669,552
1901-07-13,,Saturday,2670,3326
1901-07-15,,Monday,2671,980
1901-07-16,,Tuesday,2672,704
1901-07-17,,Wednesday,2673,309
1901-07-18,,Thursday,2674,3090
1901-07-19,,Friday,2675,2886
1901-07-20,,Saturday,2676,3699
1901-07-22,,Monday,2677,1190
1901-07-23,,Tuesday,2678,1317
1901-07-24,,Wednesday,2679,655
1901-07-25,,Thursday,2680,3714
1901-07-26,,Friday,2681,2358
1901-07-27,,Saturday,2682,998
1901-07-29,,Monday,2683,687
1901-07-30,,Tuesday,2684,592
1901-07-31,,Wednesday,2685,3032
1901-08-01,,Thursday,2686,2922
1901-08-02,,Friday,2687,1272
1901-08-03,,Saturday,2688,254
1901-08-05,,Monday,2689,1019
1901-08-06,,Tuesday,2690,420
1901-08-07,,Wednesday,2691,681
1901-08-08,,Thursday,2692,417
1901-08-09,,Friday,2693,2441
1901-08-10,,Saturday,2694,201
1901-08-12,,Monday,2695,937
1901-08-13,,Tuesday,2696,3340
1901-08-14,,Wednesday,2697,116
1901-08-15,,Thursday,2698,2807
1901-08-16,,Friday,2699,1621
1901-08-17,,Saturday,2700,399
1901-08-19,,Monday,2701,558
1901-08-20,,Tuesday,2702,3580
1901-08-21,,Wednesday,2703,290
1901-08-22,,Thursday,2704,3562
1901-08-23,,Friday,2705,1808
1901-08-24,,Saturday,2706,3382
1901-08-26,,Monday,2707,3361
1901-08-27,,Tuesday,2708,522
1901-08-28,,Wednesday,2709,1666
1901-08-29,,Thursday,2710,3115
1901-08-30,,Friday,2711,3300
1901-08-31,,Saturday,2712,1560
1901-09-02,,Monday,2713,1181
1901-09-03,,Tuesday,2714,2657
1901-09-04,,Wednesday,2715,2040
1901-09-05,,Thursday,2716,2124
1901-09-06,,Friday,2717,1575
1901-09-07,,Saturday,2718,2577
1901-09-09,,Monday,2719,2043
1901-09-10,,Tuesday,2720,1948
1901-09-11,,Wednesday,2721,3749
1901-09-12,,Thursday,2722,3557
1901-09-13,,Friday,2723,2239
1901-09-14,,Saturday,2724,644
1901-09-16,,Monday,2725,1335
1901-09-17,,Tuesday,2726,2422
1901-09-18,,Wednesday,2727,1870
1901-09-19,,Thursday,2728,2342
1901-09-20,,Friday,2729,1873
1901-09-21,,Saturday,2730,2793
1901-09-23,,Monday,2731,669
1901-09-24,,Tuesday,2732,205
1901-09-25,,Wednesday,2733,997
1901-09-26,,Thursday,2734,3119
1901-09-27,,Friday,2735,1851
1901-09-28,,Saturday,2736,1743
1901-09-30,,Monday,2737,691
1901-10-01,,Tuesday,2738,3625
1901-10-02,,Wednesday,2739,1211
1901-10-03,,Thursday,2740,2481
1901-10-04,,Friday,2741,1924
1901-10-05,,Saturday,2742,2244
1901-10-07,,Monday,2743,3056
1901-10-08,,Tuesday,2744,2663
1901-10-09,,Wednesday,2745,212
1901-10-10,,Thursday,2746,1480
1901-10-11,,Friday,2747,934
1901-10-12,,Saturday,2748,3258
1901-10-14,,Monday,2749,2202
1901-10-15,,Tuesday,2750,3646
1901-10-16,,Wednesday,2751,2553
1901-10-17,,Thursday,2752,802
1901-10-18,,Friday,2753,1739
1901-10-19,,Saturday,2754,2
1901-10-21,,Monday,2755,2935
1901-10-22,,Tuesday,2756,729
1901-10-23,,Wednesday,2757,426
1901-10-24,,Thursday,2758,1550
1901-10-25,,Friday,2759,871
1901-10-26,,Saturday,2760,2623
1901-10-28,,Monday,2761,2900
1901-10-29,,Tuesday,2762,2868
1901-10-30,,Wednesday,2763,1333
1901-10-31,,Thursday,2764,2879
1901-11-01,,Friday,2765,3692
1901-11-02,,Saturday,2766,3696
1901-11-04,,Monday,2767,2227
1901-11-05,,Tuesday,2768,262
1901-11-06,,Wednesday,2769,812
1901-11-07,,Thursday,2770,2250
1901-11-08,,Friday,2771,1999
1901-11-09,,Saturday,2772,1492
1901-11-11,,Monday,2773,3217
1901-11-12,,Tuesday,2774,822
1901-11-13,,Wednesday,2775,2168
1901-11-14,,Thursday,2776,1609
1901-11-15,,Friday,2777,1221
1901-11-16,,Saturday,2778,3220
1901-11-18,,Monday,2779,3341
1901-11-19,,Tuesday,2780,240
1901-11-20,,Wednesday,2781,2966
1901-11-21,,Thursday,2782,3145
1901-11-22,,Friday,2783,641
1901-11-23,,Saturday,2784,2768
1901-11-25,,Monday,2785,2189
1901-11-26,,Tuesday,2786,779
1901-11-27,,Wednesday,2787,1502
1901-11-28,,Thursday,2788,2378
1901-11-29,,Friday,2789,246
1901-11-30,,Saturday,2790,841
1901-12-02,,Monday,2791,2970
1901-12-03,,Tuesday,2792,2571
1901-12-04,,Wednesday,2793,1954
1901-12-05,,Thursday,2794,3721
1901-12-06,,Friday,2795,1514
1901-12-07,,Saturday,2796,1664
1901-12-09,,Monday,2797,2774
1901-12-10,,Tuesday,2798,1077
1901-12-11,,Wednesday,2799,1869
1901-12-12,,Thursday,2800,1469
1901-12-13,,Friday,2801,113
1901-12-14,,Saturday,2802,1106
1901-12-16,,Monday,2803,722
1901-12-17,,Tuesday,2804,808
1901-12-18,,Wednesday,2805,2142
1901-12-19,,Thursday,2806,47
1901-12-20,,Friday,2807,2617
1901-12-21,,Saturday,2808,2517
1901-12-23,,Monday,2809,992
1901-12-24,,Tuesday,2810,1913
1901-12-25,,Wednesday,2811,1431
1901-12-26,,Thursday,2812,701
1901-12-27,,Friday,2813,3238
1901-12-28,,Saturday,2814,1161
1901-12-30,,Monday,2815,3458
1901-12-31,,Tuesday,2816,2359
1902-01-01,,Wednesday,2817,3446
1902-01-02,,Thursday,2818,342
1902-01-03,,Friday,2819,3256
1902-01-04,,Saturday,2820,813
1902-01-06,,Monday,2821,1690
1902-01-07,,Tuesday,2822,795
1902-01-08,,Wednesday,2823,652
1902-01-09,,Thursday,2824,2842
1902-01-10,,Friday,2825,3252
1902-01-11,,Saturday,2826,2897
1902-01-13,,Monday,2827,2509
1902-01-14,,Tuesday,2828,492
1902-01-15,,Wednesday,2829,1403
1902-01-16,,Thursday,2830,1436
1902-01-17,,Friday,2831,3333
1902-01-18,,Saturday,2832,2112
1902-01-20,,Monday,2833,2146
1902-01-21,,Tuesday,2834,646
1902-01-22,,Wednesday,2835,1055
1902-01-23,,Thursday,2836,3225
1902-01-24,,Friday,2837,3337
1902-01-25,,Saturday,2838,4
1902-01-27,,Monday,2839,1544
1902-01-28,,Tuesday,2840,2701
1902-01-29,,Wednesday,2841,2587
1902-01-30,,Thursday,2842,1041
1902-01-31,,Friday,2843,2487
1902-02-01,,Saturday,2844,1953
1902-02-03,,Monday,2845,2949
1902-02-04,,Tuesday,2846,3704
1902-02-05,,Wednesday,2847,1615
1902-02-06,,Thursday,2848,509
1902-02-07,,Friday,2849,1825
1902-02-08,,Saturday,2850,3471
1902-02-10,,Monday,2851,2134
1902-02-11,,Tuesday,2852,2001
1902-02-12,,Wednesday,2853,2156
1902-02-13,,Thursday,2854,2852
1902-02-14,,Friday,2855,1061
1902-02-15,,Saturday,2856,2075
1902-02-17,,Monday,2857,2111
1902-02-18,,Tuesday,2858,1556
1902-02-19,,Wednesday,2859,3437
1902-02-20,,Thursday,2860,1121
1902-02-21,,Friday,2861,3076
1902-02-22,,Saturday,2862,2569
1902-02-24,,Monday,2863,519
1902-02-25,,Tuesday,2864,807
1902-02-26,,Wednesday,2865,894
1902-02-27,,Thursday,2866,298
1902-02-28,,Friday,2867,2958
1902-03-01,,Saturday,2868,956
1902-03-03,,Monday,2869,837
1902-03-04,,Tuesday,2870,3268
1902-03-05,,Wednesday,2871,3103
1902-03-06,,Thursday,2872,1740
1902-03-07,,Friday,2873,3163
1902-03-08,,Saturday,2874,2327
1902-03-10,,Monday,2875,3320
1902-03-11,,Tuesday,2876,1420
1902-03-12,,Wednesday,2877,747
1902-03-13,,Thursday,2878,61
1902-03-14,,Friday,2879,3241
1902-03-15,,Saturday,2880,3178
1902-03-17,,Monday,2881,696
1902-03-18,,Tuesday,2882,1939
1902-03-19,,Wednesday,2883,1387
1902-03-20,,Thursday,2884,2624
1902-03-21,,Friday,2885,1934
1902-03-22,,Saturday,2886,3194
1902-03-24,,Monday,2887,2064
1902-03-25,,Tuesday,2888,2818
1902-03-26,,Wednesday,2889,2856
1902-03-27,,Thursday,2890,1343
1902-03-28,,Friday,2891,2527
1902-03-29,,Saturday,2892,3149
1902-03-31,,Monday,2893,2238
1902-04-01,,Tuesday,2894,3005
1902-04-02,,Wednesday,2895,2556
1902-04-03,,Thursday,2896,1409
1902-04-04,,Friday,2897,2588
1902-04-05,,Saturday,2898,3255
1902-04-07,,Monday,2899,1189
1902-04-08,,Tuesday,2900,1434
1902-04-09,,Wednesday,2901,2558
1902-04-10,,Thursday,2902,3152
1902-04-11,,Friday,2903,1957
1902-04-12,,Saturday,2904,468
1902-04-14,,Monday,2905,452
1902-04-15,,Tuesday,2906,1172
1902-04-16,,Wednesday,2907,565
1902-04-17,,Thursday,2908,3741
1902-04-18,,Friday,2909,1212
1902-04-19,,Saturday,2910,1909
1902-04-21,,Monday,2911,1456
1902-04-22,,Tuesday,2912,2898
1902-04-23,,Wednesday,2913,3388
1902-04-24,,Thursday,2914,1306
1902-04-25,,Friday,2915,1405
1902-04-26,,Saturday,2916,665
1902-04-28,,Monday,2917,534
1902-04-29,,Tuesday,2918,611
1902-04-30,,Wednesday,2919,101
1902-05-01,,Thursday,2920,2950
1902-05-02,,Friday,2921,225
1902-05-03,,Saturday,2922,1597
1902-05-05,,Monday,2923,1628
1902-05-06,,Tuesday,2924,973
1902-05-07,,Wednesday,2925,3013
1902-05-08,,Thursday,2926,2609
1902-05-09,,Friday,2927,943
1902-05-10,,Saturday,2928,3339
1902-05-12,,Monday,2929,1805
1902-05-13,,Tuesday,2930,1883
1902-05-14,,Wednesday,2931,999
1902-05-15,,Thursday,2932,3275
1902-05-16,,Friday,2933,727
1902-05-17,,Saturday,2934,177
1902-05-19,,Monday,2935,2985
1902-05-20,,Tuesday,2936,800
1902-05-21,,Wednesday,2937,2029
1902-05-22,,Thursday,2938,429
1902-05-23,,Friday,2939,3460
1902-05-24,,Saturday,2940,1084
1902-05-26,,Monday,2941,489
1902-05-27,,Tuesday,2942,2013
1902-05-28,,Wednesday,2943,2383
1902-05-29,,Thursday,2944,3578
1902-05-30,,Friday,2945,1094
1902-05-31,,Saturday,2946,1554
1902-06-02,,Monday,2947,1408
1902-06-03,,Tuesday,2948,1676
1902-06-04,,Wednesday,2949,2643
1902-06-05,,Thursday,2950,3427
1902-06-06,,Friday,2951,2596
1902-06-07,,Saturday,2952,1631
1902-06-09,,Monday,2953,765
1902-06-10,,Tuesday,2954,2284
1902-06-11,,Wednesday,2955,3182
1902-06-12,,Thursday,2956,618
1902-06-13,,Friday,2957,593
1902-06-14,,Saturday,2958,1016
1902-06-16,,Monday,2959,390
1902-06-17,,Tuesday,2960,2452
1902-06-18,,Wednesday,2961,2792
1902-06-19,,Thursday,2962,52
1902-06-20,,Friday,2963,2401
1902-06-21,,Saturday,2964,2132
1902-06-23,,Monday,2965,3707
1902-06-24,,Tuesday,2966,1040
1902-06-25,,Wednesday,2967,2848
1902-06-26,,Thursday,2968,3705
1902-06-27,,Friday,2969,1363
1902-06-28,,Saturday,2970,2455
1902-06-30,,Monday,2971,1818
1902-07-01,,Tuesday,2972,83
1902-07-02,,Wednesday,2973,631
1902-07-03,,Thursday,2974,1725
1902-07-04,,Friday,2975,1327
1902-07-05,,Saturday,2976,995
1902-07-07,,Monday,2977,1935
1902-07-08,,Tuesday,2978,3011
1902-07-09,,Wednesday,2979,1880
1902-07-10,,Thursday,2980,2039
1902-07-11,,Friday,2981,133
1902-07-12,,Saturday,2982,2437
1902-07-14,,Monday,2983,543
1902-07-15,,Tuesday,2984,1118
1902-07-16,,Wednesday,2985,3728
1902-07-17,,Thursday,2986,1443
1902-07-18,,Friday,2987,3493
1902-07-19,,Saturday,2988,1900
1902-07-21,,Monday,2989,1977
1902-07-22,,Tuesday,2990,3249
1902-07-23,,Wednesday,2991,95
1902-07-24,,Thursday,2992,1570
1902-07-25,,Friday,2993,1521
1902-07-26,,Saturday,2994,117
1902-07-28,,Monday,2995,1014
1902-07-29,,Tuesday,2996,7
1902-07-30,,Wednesday,2997,354
1902-07-31,,Thursday,2998,470
1902-08-01,,Friday,2999,1931
1902-08-02,,Saturday,3000,1314
1902-08-04,,Monday,3001,2347
1902-08-05,,Tuesday,3002,2893
1902-08-06,,Wednesday,3003,1494
1902-08-07,,Thursday,3004,1814
1902-08-08,,Friday,3005,3292
1902-08-09,,Saturday,3006,3620
1902-08-11,,Monday,3007,1582
1902-08-12,,Tuesday,3008,826
1902-08-13,,Wednesday,3009,2090
1902-08-14,,Thursday,3010,21
1902-08-15,,Friday,3011,3417
1902-08-16,,Saturday,3012,2810
1902-08-18,,Monday,3013,1991
1902-08-19,,Tuesday,3014,2117
1902-08-20,,Wednesday,3015,3262
1902-08-21,,Thursday,3016,2526
1902-08-22,,Friday,3017,3456
1902-08-23,,Saturday,3018,2713
1902-08-25,,Monday,3019,1665
1902-08-26,,Tuesday,3020,662
1902-08-27,,Wednesday,3021,2555
1902-08-28,,Thursday,3022,281
1902-08-29,,Friday,3023,3100
1902-08-30,,Saturday,3024,900
1902-09-01,,Monday,3025,3072
1902-09-02,,Tuesday,3026,2263
1902-09-03,,Wednesday,3027,67
1902-09-04,,Thursday,3028,1714
1902-09-05,,Friday,3029,2584
1902-09-06,,Saturday,3030,2421
1902-09-08,,Monday,3031,1840
1902-09-09,,Tuesday,3032,1855
1902-09-10,,Wednesday,3033,1611
1902-09-11,,Thursday,3034,1332
1902-09-12,,Friday,3035,2649
1902-09-13,,Saturday,3036,58
